Fuel type,Engine capacity,Standart,COLD,%Taxi,% CAR,70-Motorway - City- Freeflow,80-Motorway - City- Freeflow,90-Motorway - City- Freeflow,70-Motorway - City-Heavy,80-Motorway - City-Heavy,90-Motorway - City-Heavy,70-Motorway - City- Stop & Go,80-Motorway - City- Stop & Go,90-Motorway - City- Stop & Go,50-Distributor / Secondary- Freeflow,60-Distributor / Secondary- Freeflow,70-Distributor / Secondary- Freeflow,50-Distributor / Secondary- Heavy,60-Distributor / Secondary- Heavy,70-Distributor / Secondary- Heavy,50-Distributor / Secondary- Stop & Go,60-Distributor / Secondary- Stop & Go,70-Distributor / Secondary- Stop & Go,30-Access Residential-Freeflow,40-Access Residential-Freeflow,50-Access Residential-Freeflow,30-Access Residential-Heavy,40-Access Residential-Heavy,50-Access Residential-Heavy,30-Access Residential- Stop & Go,40-Access Residential- Stop & Go,50-Access Residential- Stop & Go,90- National- Freeflow,100- National- Freeflow,110- National- Freeflow,90- National- Heavy,100- National- Heavy,110- National- Heavy,90- National- Stop & Go,100- National- Stop & Go,110- National- Stop & Go
Diesel,>2000 cc,Euro 5,21.727459,0.0271,0.0048,43.78598328,45.84498825,50.19529877,52.83469543,44.85503006,47.87725983,113.449939,89.86644592,89.86644592,59.80067062,54.43286285,50.041716,62.00745773,61.15146866,55.12998581,113.449939,113.449939,107.7727554,84.45057068,64.34354706,57.67204819,81.07575836,68.60377045,69.10921936,113.449939,113.449939,113.449939,47.77869263,48.88566589,53.81739578,48.55486374,48.62297745,51.58477325,89.86644592,89.86644592,89.86644592
Diesel,>2000 cc,Euro 6,21.727459,0.0628,0.0073,41.06943436,43.00583344,47.09226685,49.55247269,42.07295532,44.91248932,106.2991272,84.20444489,84.20444489,56.06617966,51.04162827,46.93520508,58.12451859,57.33003311,51.69332123,106.2991272,106.2991272,100.9797806,79.15130005,60.31410828,54.07136765,75.98148651,64.29794769,64.77785568,106.2991272,106.2991272,106.2991272,44.8275116,45.86853027,50.49588394,45.55104065,45.61963043,48.40104828,84.20444489,84.20444489,84.20444489
LPG,<1400 cc,Euro 0,0,0,0,41.94059372,45.70384598,49.18588257,50.79683304,44.44675064,46.61880112,113.7360916,89.5772934,89.5772934,29.87129974,28.77620506,23.19553566,57.87267685,57.74686432,54.20739365,113.7360916,113.7360916,94.78831482,71.4189682,57.5605278,54.13937378,70.83641815,62.73881149,65.3973999,113.7360916,113.7360916,113.7360916,47.37723923,49.53354645,56.43507385,46.1943512,49.12751007,51.8842392,89.5772934,89.5772934,89.5772934
LPG,<1400 cc,Euro 1,0,0,0,41.94059372,45.70384598,49.18588257,50.79683304,44.44675064,46.61880112,113.7360916,89.5772934,89.5772934,56.45360565,52.08656693,48.96117401,57.87267685,57.74686432,54.20739365,113.7360916,113.7360916,94.78831482,71.4189682,57.5605278,54.13937378,70.83641815,62.73881149,65.3973999,113.7360916,113.7360916,113.7360916,47.37723923,49.53354645,56.43507385,46.1943512,49.12751007,51.8842392,89.5772934,89.5772934,89.5772934
LPG,<1400 cc,Euro 2,0,0,0,41.94059372,45.70384598,49.18588257,50.79683304,44.44675064,46.61880112,113.7360916,89.5772934,89.5772934,56.45360565,52.08656693,48.96117401,57.87267685,57.74686432,54.20739365,113.7360916,113.7360916,94.78831482,71.4189682,57.5605278,54.13937378,70.83641815,62.73881149,65.3973999,113.7360916,113.7360916,113.7360916,47.37723923,49.53354645,56.43507385,46.1943512,49.12751007,51.8842392,89.5772934,89.5772934,89.5772934
LPG,<1400 cc,Euro 3,0,0,0,39.48169708,43.02432251,46.30221176,47.81871796,41.84092331,43.88563156,107.0679703,84.32554626,84.32554626,53.14384079,49.0328331,46.09067917,54.47971725,54.36128235,51.02932358,107.0679703,107.0679703,89.23105621,67.23181152,54.18586731,50.96529007,66.68341827,59.06055832,61.5632782,107.0679703,107.0679703,107.0679703,44.59960175,46.62949371,53.12639618,43.48606873,46.24726105,48.84236908,84.32554626,84.32554626,84.32554626
LPG,<1400 cc,Euro 4,0,0,0.0001,36.65914917,39.94850922,42.99206543,44.40015411,38.84971619,40.74824524,99.4136734,78.29711151,78.29711151,49.34458542,45.52747345,42.7956543,50.58496094,50.47499084,47.38123322,99.4136734,99.4136734,82.85192871,62.42540741,50.31211472,47.32177734,61.91621399,54.83831787,57.162117,99.4136734,99.4136734,99.4136734,41.41117477,43.29594803,49.32838821,40.37724686,42.94104004,45.35062408,78.29711151,78.29711151,78.29711151
LPG,<1400 cc,Euro 5,0,0,0.0002,35.29999542,38.46740341,41.39811325,42.7539978,37.40934753,39.23748779,95.72787476,75.39421082,75.39421082,47.51511383,43.83952332,41.20898438,48.70949936,48.60360718,45.62455368,95.72787476,95.72787476,79.780159,60.1109581,48.44677353,45.5673027,59.62064362,52.80516434,55.04280853,95.72787476,95.72787476,95.72787476,39.87583923,41.69073105,47.49951553,38.88024521,41.34898376,43.66923141,75.39421082,75.39421082,75.39421082
LPG,<1400 cc,Euro 6,0,0,0.0001,33.54828262,36.55850601,39.34378815,40.63238907,35.55295563,37.29037857,90.97750092,71.65287781,71.65287781,45.15724182,41.66404343,39.16404343,46.29235458,46.19171906,43.36049652,90.97750092,90.97750092,75.82117462,57.12803268,46.04266739,43.30608749,56.66204834,50.18477631,52.31137848,90.97750092,90.97750092,90.97750092,37.89705276,39.62188339,45.14241409,36.95086288,39.29709625,41.5022049,71.65287781,71.65287781,71.65287781
LPG,1400-2000 cc,Euro 1,0,0,0,41.94059372,45.70384598,49.18588257,50.79683304,44.44675064,46.61880112,113.7360916,89.5772934,89.5772934,56.45360565,52.08656693,48.96117401,57.87267685,57.74686432,54.20739365,113.7360916,113.7360916,94.78831482,71.4189682,57.5605278,54.13937378,70.83641815,62.73881149,65.3973999,113.7360916,113.7360916,113.7360916,47.37723923,49.53354645,56.43507385,46.1943512,49.12751007,51.8842392,89.5772934,89.5772934,89.5772934
